congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
116,house,T000483,Trone,MD,6,D,84,0.0476190476190476,0.07147385,-15.1
0,house,T000484,Torres Small,NM,2,Democrat,84,0.0833333333333333,0.64831846,10.2
116,house,T000484,Torres Small,NM,2,D,84,0.0833333333333333,0.64831846,10.2
0,house,U000031,Upton,MI,6,Republican,179,0.810055865921788,0.71266445,8.4
115,house,U000031,Upton,MI,6,R,95,0.947368421052632,0.83431314,8.4
116,house,U000031,Upton,MI,6,R,84,0.654761904761905,0.57508558,8.4
0,house,U000040,Underwood,IL,14,Democrat,84,0.0476190476190476,0.383841,3.9
116,house,U000040,Underwood,IL,14,D,84,0.0476190476190476,0.383841,3.9
0,house,V000081,Velázquez,NY,7,Democrat,175,0.0742857142857143,0.09296901,-76.5
115,house,V000081,Velázquez,NY,7,D,94,0.106382978723404,0.14510308,-76.5
116,house,V000081,Velázquez,NY,7,D,81,0.037037037037037,0.03246775,-76.5
0,house,V000108,Visclosky,IN,1,Democrat,179,0.139664804469274,0.27050938,-12.6
115,house,V000108,Visclosky,IN,1,D,96,0.229166666666667,0.43492612,-12.6
116,house,V000108,Visclosky,IN,1,D,83,0.036144578313253,0.08034061,-12.6
0,house,V000129,Valadao,CA,21,Republican,94,0.978723404255319,0.38805628,-15.5
115,house,V000129,Valadao,CA,21,R,94,0.978723404255319,0.38805628,-15.5
0,house,V000130,Vargas,CA,51,Democrat,177,0.107344632768362,0.11649242,-49
115,house,V000130,Vargas,CA,51,D,94,0.159574468085106,0.18349318,-49
116,house,V000130,Vargas,CA,51,D,83,0.0481927710843374,0.04061203,-49
0,house,V000131,Veasey,TX,33,Democrat,175,0.142857142857143,0.10624762,-49.2
115,house,V000131,Veasey,TX,33,D,93,0.225806451612903,0.16374231,-49.2
116,house,V000131,Veasey,TX,33,D,82,0.0487804878048781,0.04104024,-49.2
0,house,V000132,Vela,TX,34,Democrat,175,0.154285714285714,0.1778861,-21.5
115,house,V000132,Vela,TX,34,D,91,0.241758241758242,0.28848024,-21.5
116,house,V000132,Vela,TX,34,D,84,0.0595238095238095,0.05807578,-21.5
0,house,V000133,Van Drew,NJ,2,Republican,83,0.228915662650602,0.41421563,4.6
116,house,V000133,Van Drew,NJ,2,R,83,0.228915662650602,0.45871172,4.6
0,house,W000187,Waters,CA,43,Democrat,178,0.0842696629213483,0.10308587,-61.7
115,house,W000187,Waters,CA,43,D,95,0.115789473684211,0.16079574,-61.7
116,house,W000187,Waters,CA,43,D,83,0.0481927710843374,0.0370324,-61.7
0,house,W000791,Walden,OR,2,Republican,179,0.905027932960894,0.90903461,20.1
115,house,W000791,Walden,OR,2,R,96,0.989583333333333,0.925617,20.1
116,house,W000791,Walden,OR,2,R,83,0.807228915662651,0.88985498,20.1
0,house,W000795,Wilson,SC,2,Republican,176,0.965909090909091,0.8887952,17.7
115,house,W000795,Wilson,SC,2,R,96,0.979166666666667,0.91505687,17.7
116,house,W000795,Wilson,SC,2,R,80,0.95,0.85728119,17.7
0,house,W000797,Wasserman Schultz,FL,23,Democrat,177,0.11864406779661,0.16163571,-26.1
115,house,W000797,Wasserman Schultz,FL,23,D,93,0.182795698924731,0.26015349,-26.1
116,house,W000797,Wasserman Schultz,FL,23,D,84,0.0476190476190476,0.05256246,-26.1
0,house,W000798,Walberg,MI,7,Republican,179,0.977653631284916,0.87955222,17
115,house,W000798,Walberg,MI,7,R,96,0.989583333333333,0.91136246,17
116,house,W000798,Walberg,MI,7,R,83,0.963855421686747,0.84275966,17
0,house,W000799,Walz,MN,1,Democrat,73,0.205479452054795,0.8924946,14.9
115,house,W000799,Walz,MN,1,D,73,0.205479452054795,0.8924946,14.9
0,house,W000800,Welch,VT,0,Democrat,178,0.123595505617978,0.16638849,-26.40835124
115,house,W000800,Welch,VT,0,D,95,0.189473684210526,0.2655481,-26.40835124
116,house,W000800,Welch,VT,0,D,83,0.0481927710843374,0.05289256,-26.40835124
0,house,W000804,Wittman,VA,1,Republican,178,0.926966292134832,0.80680468,12.4
115,house,W000804,Wittman,VA,1,R,94,0.904255319148936,0.8780261,12.4
116,house,W000804,Wittman,VA,1,R,84,0.952380952380952,0.72710452,12.4
0,house,W000806,Webster,FL,11,Republican,169,0.923076923076923,0.95385239,32.3
115,house,W000806,Webster,FL,11,R,90,0.911111111111111,0.95099871,32.3
116,house,W000806,Webster,FL,11,R,79,0.936708860759494,0.95710342,32.3
0,house,W000808,Wilson,FL,24,Democrat,157,0.101910828025478,0.09780874,-67.5
115,house,W000808,Wilson,FL,24,D,82,0.158536585365854,0.1510877,-67.5
116,house,W000808,Wilson,FL,24,D,75,0.04,0.03955707,-67.5
0,house,W000809,Womack,AR,3,Republican,180,0.977777777777778,0.94841138,31.4
115,house,W000809,Womack,AR,3,R,96,0.989583333333333,0.94762677,31.4
116,house,W000809,Womack,AR,3,R,84,0.964285714285714,0.94930807,31.4
0,house,W000810,Woodall,GA,7,Republican,180,0.977777777777778,0.65608751,6.3
115,house,W000810,Woodall,GA,7,R,96,0.979166666666667,0.80600284,6.3
116,house,W000810,Woodall,GA,7,R,84,0.976190476190476,0.48475571,6.3
0,house,W000812,Wagner,MO,2,Republican,176,0.943181818181818,0.76360373,10.3
115,house,W000812,Wagner,MO,2,R,95,0.968421052631579,0.85732307,10.3
116,house,W000812,Wagner,MO,2,R,81,0.91358024691358,0.65368599,10.3
0,house,W000813,Walorski,IN,2,Republican,178,0.949438202247191,0.92591369,23.2
115,house,W000813,Walorski,IN,2,R,96,0.958333333333333,0.93530616,23.2
116,house,W000813,Walorski,IN,2,R,82,0.939024390243902,0.91491762,23.2
0,house,W000814,Weber,TX,14,Republican,168,0.946428571428571,0.90116285,19.8
115,house,W000814,Weber,TX,14,R,93,0.924731182795699,0.92227873,19.8
116,house,W000814,Weber,TX,14,R,75,0.973333333333333,0.87497915,19.8
0,house,W000815,Wenstrup,OH,2,Republican,178,0.955056179775281,0.87006925,16.1
115,house,W000815,Wenstrup,OH,2,R,96,0.958333333333333,0.90615324,16.1
116,house,W000815,Wenstrup,OH,2,R,82,0.951219512195122,0.82782457,16.1
0,house,W000816,Williams,TX,25,Republican,177,0.943502824858757,0.85094142,14.9
115,house,W000816,Williams,TX,25,R,95,0.926315789473684,0.89801943,14.9
116,house,W000816,Williams,TX,25,R,82,0.963414634146341,0.79639981,14.9
0,house,W000819,Walker,NC,6,Republican,159,0.943396226415094,0.85459616,14.7
115,house,W000819,Walker,NC,6,R,91,0.923076923076923,0.89388693,14.7
116,house,W000819,Walker,NC,6,R,68,0.970588235294118,0.80201588,14.7
0,house,W000820,Walters,CA,45,Republican,94,0.98936170212766,0.57844199,-5.4
115,house,W000820,Walters,CA,45,R,94,0.98936170212766,0.57844199,-5.4
0,house,W000821,Westerman,AR,4,Republican,180,0.95,0.95029197,32.9
115,house,W000821,Westerman,AR,4,R,96,0.9375,0.94862569,32.9
116,house,W000821,Westerman,AR,4,R,84,0.964285714285714,0.95219629,32.9
0,house,W000822,Watson Coleman,NJ,12,Democrat,179,0.0614525139664804,0.14315796,-33.2
115,house,W000822,Watson Coleman,NJ,12,D,95,0.0842105263157895,0.228118,-33.2
116,house,W000822,Watson Coleman,NJ,12,D,84,0.0357142857142857,0.0470722,-33.2
0,house,W000823,Waltz,FL,6,Republican,83,0.903614457831325,0.84494433,17
116,house,W000823,Waltz,FL,6,R,83,0.903614457831325,0.84494433,17
0,house,W000824,Watkins,KS,2,Republican,83,0.963855421686747,0.86906492,18.4
116,house,W000824,Watkins,KS,2,R,83,0.963855421686747,0.86906492,18.4
0,house,W000825,Wexton,VA,10,Democrat,84,0.0476190476190476,0.09373035,-10
116,house,W000825,Wexton,VA,10,D,84,0.0476190476190476,0.09373035,-10
0,house,W000826,Wild,PA,7,Democrat,87,0.0804597701149425,0.24045621,-1.1
115,house,W000826,Wild,PA,15,D,3,0.666666666666667,0.86920674,7.6
116,house,W000826,Wild,PA,7,D,84,0.0595238095238095,0.21800084,-1.1
0,house,W000827,Wright,TX,6,Republican,77,0.961038961038961,0.72241659,12.3
116,house,W000827,Wright,TX,6,R,77,0.961038961038961,0.72241659,12.3
0,house,Y000033,Young,AK,0,Republican,177,0.887005649717514,0.84979737,14.73064079
115,house,Y000033,Young,AK,0,R,96,0.927083333333333,0.89715152,14.73064079
116,house,Y000033,Young,AK,0,R,81,0.839506172839506,0.79367393,14.73064079
0,house,Y000062,Yarmuth,KY,3,Democrat,177,0.129943502824859,0.24026075,-15
115,house,Y000062,Yarmuth,KY,3,D,93,0.204301075268817,0.39244247,-15
116,house,Y000062,Yarmuth,KY,3,D,84,0.0476190476190476,0.07177384,-15
0,house,Y000063,Yoder,KS,3,Republican,94,0.925531914893617,0.67076822,-1.2
115,house,Y000063,Yoder,KS,3,R,94,0.925531914893617,0.67076822,-1.2
0,house,Y000065,Yoho,FL,3,Republican,172,0.941860465116279,0.87058339,16
115,house,Y000065,Yoho,FL,3,R,92,0.91304347826087,0.90448453,16
116,house,Y000065,Yoho,FL,3,R,80,0.975,0.83159708,16
0,house,Y000066,Young,IA,3,Republican,96,0.989583333333333,0.76046635,3.5
115,house,Y000066,Young,IA,3,R,96,0.989583333333333,0.76046635,3.5
0,house,Z000017,Zeldin,NY,1,Republican,180,0.888888888888889,0.80583353,12.3
115,house,Z000017,Zeldin,NY,1,R,96,0.864583333333333,0.87758287,12.3
116,house,Z000017,Zeldin,NY,1,R,84,0.916666666666667,0.72383428,12.3
0,house,Z000018,Zinke,MT,0,Republican,1,1,0.99438858,20.42273211
115,house,Z000018,Zinke,MT,0,R,1,1,0.99438858,20.42273211
0,senate,A000360,Alexander,TN,,Republican,114,0.903508771929825,0.86817161,26.0057009
115,senate,A000360,Alexander,TN,,R,80,0.9375,0.87959201,26.0057009
116,senate,A000360,Alexander,TN,,R,34,0.823529411764706,0.84130009,26.0057009
0,senate,B000575,Blunt,MO,,Republican,122,0.934426229508197,0.80733681,18.637117
115,senate,B000575,Blunt,MO,,R,84,0.964285714285714,0.8299707,18.637117
116,senate,B000575,Blunt,MO,,R,38,0.868421052631579,0.75730401,18.637117
0,senate,B000944,Brown,OH,,Democrat,122,0.262295081967213,0.65759777,8.1295744
115,senate,B000944,Brown,OH,,D,83,0.301204819277108,0.69004529,8.1295744
116,senate,B000944,Brown,OH,,D,39,0.179487179487179,0.58854281,8.1295744
0,senate,B001135,Burr,NC,,Republican,115,0.921739130434783,0.57388186,3.65522853
115,senate,B001135,Burr,NC,,R,81,0.925925925925926,0.60337882,3.65522853
116,senate,B001135,Burr,NC,,R,34,0.911764705882353,0.5036097,3.65522853
0,senate,B001230,Baldwin,WI,,Democrat,122,0.229508196721311,0.52124822,0.7643432
115,senate,B001230,Baldwin,WI,,D,83,0.253012048192771,0.55965646,0.7643432
116,senate,B001230,Baldwin,WI,,D,39,0.179487179487179,0.4395076,0.7643432
0,senate,B001236,Boozman,AR,,Republican,123,0.943089430894309,0.87402584,26.92097803
115,senate,B001236,Boozman,AR,,R,84,0.964285714285714,0.88744937,26.92097803
116,senate,B001236,Boozman,AR,,R,39,0.897435897435897,0.84511362,26.92097803
0,senate,B001243,Blackburn,TN,,Republican,125,0.92,0.91283869,26.0057009
116,senate,B001243,Blackburn,TN,,R,38,0.921052631578947,0.83774214,26.0057009
0,senate,B001261,Barrasso,WY,,Republican,123,0.91869918699187,0.91886239,46.29527573
115,senate,B001261,Barrasso,WY,,R,84,0.916666666666667,0.92394906,46.29527573
116,senate,B001261,Barrasso,WY,,R,39,0.923076923076923,0.90790646,46.29527573
0,senate,B001267,Bennet,CO,,Democrat,115,0.278260869565217,0.42508489,-4.90558301
115,senate,B001267,Bennet,CO,,D,84,0.30952380952381,0.45142381,-4.90558301
116,senate,B001267,Bennet,CO,,D,31,0.193548387096774,0.35371491,-4.90558301
0,senate,B001277,Blumenthal,CT,,Democrat,122,0.204918032786885,0.29706027,-13.63938672
115,senate,B001277,Blumenthal,CT,,D,83,0.228915662650602,0.32799846,-13.63938672
116,senate,B001277,Blumenthal,CT,,D,39,0.153846153846154,0.23121747,-13.63938672
0,senate,B001288,Booker,NJ,,Democrat,113,0.141592920353982,0.29333513,-14.1026978
115,senate,B001288,Booker,NJ,,D,84,0.154761904761905,0.32373327,-14.1026978
116,senate,B001288,Booker,NJ,,D,29,0.103448275862069,0.20528535,-14.1026978
0,senate,B001310,Braun,IN,,Republican,38,0.947368421052632,0.76777458,19.16519376
116,senate,B001310,Braun,IN,,R,38,0.947368421052632,0.76777458,19.16519376
0,senate,C000127,Cantwell,WA,,Democrat,122,0.245901639344262,0.27826272,-15.4790881
115,senate,C000127,Cantwell,WA,,D,84,0.273809523809524,0.31016827,-15.4790881
116,senate,C000127,Cantwell,WA,,D,38,0.184210526315789,0.20773465,-15.4790881
0,senate,C000141,Cardin,MD,,Democrat,122,0.254098360655738,0.20842759,-26.41643951
115,senate,C000141,Cardin,MD,,D,84,0.285714285714286,0.23655615,-26.41643951
116,senate,C000141,Cardin,MD,,D,38,0.184210526315789,0.14624867,-26.41643951
0,senate,C000174,Carper,DE,,Democrat,123,0.300813008130081,0.32170201,-11.43051247
115,senate,C000174,Carper,DE,,D,84,0.369047619047619,0.35394828,-11.43051247
116,senate,C000174,Carper,DE,,D,39,0.153846153846154,0.25224852,-11.43051247
0,senate,C000567,Cochran,MS,,Republican,68,0.970588235294118,0.82996148,17.82624982
115,senate,C000567,Cochran,MS,,R,68,0.970588235294118,0.82996148,17.82624982
0,senate,C000880,Crapo,ID,,Republican,119,0.932773109243697,0.89407272,31.76941855
115,senate,C000880,Crapo,ID,,R,83,0.927710843373494,0.90545073,31.76941855
116,senate,C000880,Crapo,ID,,R,36,0.944444444444444,0.86784011,31.76941855
0,senate,C001035,Collins,ME,,Republican,123,0.67479674796748,0.44950844,-2.96044935
115,senate,C001035,Collins,ME,,R,84,0.773809523809524,0.48641584,-2.96044935
116,senate,C001035,Collins,ME,,R,39,0.461538461538462,0.37001558,-2.96044935
0,senate,C001047,Capito,WV,,Republican,121,0.950413223140496,0.92019578,42.15364679
115,senate,C001047,Capito,WV,,R,83,0.963855421686747,0.92154115,42.15364679
116,senate,C001047,Capito,WV,,R,38,0.921052631578947,0.91725721,42.15364679
0,senate,C001056,Cornyn,TX,,Republican,123,0.951219512195122,0.67548302,8.9994276
115,senate,C001056,Cornyn,TX,,R,84,0.964285714285714,0.70793753,8.9994276
116,senate,C001056,Cornyn,TX,,R,39,0.923076923076923,0.605581,8.9994276
0,senate,C001070,Casey,PA,,Democrat,123,0.292682926829268,0.51940514,0.72426964
115,senate,C001070,Casey,PA,,D,84,0.321428571428571,0.55686645,0.72426964
116,senate,C001070,Casey,PA,,D,39,0.230769230769231,0.43871924,0.72426964
0,senate,C001071,Corker,TN,,Republican,81,0.839506172839506,0.87920266,26.0057009
115,senate,C001071,Corker,TN,,R,81,0.839506172839506,0.87920266,26.0057009
0,senate,C001075,Cassidy,LA,,Republican,122,0.918032786885246,0.81959463,19.63911856
115,senate,C001075,Cassidy,LA,,R,84,0.94047619047619,0.83900553,19.63911856
116,senate,C001075,Cassidy,LA,,R,38,0.868421052631579,0.77668631,19.63911856
0,senate,C001088,Coons,DE,,Democrat,122,0.295081967213115,0.32333345,-11.43051247
115,senate,C001088,Coons,DE,,D,83,0.349397590361446,0.3567348,-11.43051247
116,senate,C001088,Coons,DE,,D,39,0.179487179487179,0.25224852,-11.43051247
0,senate,C001095,Cotton,AR,,Republican,123,0.878048780487805,0.87402584,26.92097803
115,senate,C001095,Cotton,AR,,R,84,0.892857142857143,0.88744937,26.92097803
116,senate,C001095,Cotton,AR,,R,39,0.846153846153846,0.84511362,26.92097803
0,senate,C001096,Cramer,ND,,Republican,129,0.968992248062015,0.93196208,35.72888837
116,senate,C001096,Cramer,ND,,R,38,0.921052631578947,0.88593987,35.72888837
0,senate,C001098,Cruz,TX,,Republican,120,0.925,0.68055928,8.9994276
115,senate,C001098,Cruz,TX,,R,84,0.916666666666667,0.70793753,8.9994276
116,senate,C001098,Cruz,TX,,R,36,0.944444444444444,0.61667671,8.9994276
0,senate,C001113,Cortez Masto,NV,,Democrat,123,0.284552845528455,0.45946114,-2.41712836
115,senate,C001113,Cortez Masto,NV,,D,84,0.345238095238095,0.49654138,-2.41712836
116,senate,C001113,Cortez Masto,NV,,D,39,0.153846153846154,0.379596,-2.41712836
0,senate,D000563,Durbin,IL,,Democrat,120,0.241666666666667,0.26517123,-17.06361362
115,senate,D000563,Durbin,IL,,D,82,0.25609756097561,0.29062649,-17.06361362
116,senate,D000563,Durbin,IL,,D,38,0.210526315789474,0.21024146,-17.06361362
0,senate,D000607,Donnelly,IN,,Democrat,83,0.542168674698795,0.83336329,19.16519376
115,senate,D000607,Donnelly,IN,,D,83,0.542168674698795,0.83336329,19.16519376
0,senate,D000618,Daines,MT,,Republican,122,0.860655737704918,0.82619922,20.42273211
115,senate,D000618,Daines,MT,,R,83,0.879518072289157,0.84560128,20.42273211
116,senate,D000618,Daines,MT,,R,39,0.82051282051282,0.78490765,20.42273211
0,senate,D000622,Duckworth,IL,,Democrat,118,0.254237288135593,0.26887092,-17.06361362
115,senate,D000622,Duckworth,IL,,D,82,0.280487804878049,0.2911984,-17.06361362
116,senate,D000622,Duckworth,IL,,D,36,0.194444444444444,0.21801386,-17.06361362
0,senate,E000285,Enzi,WY,,Republican,122,0.901639344262295,0.92291931,46.29527573
115,senate,E000285,Enzi,WY,,R,84,0.892857142857143,0.92394906,46.29527573
116,senate,E000285,Enzi,WY,,R,38,0.921052631578947,0.92064301,46.29527573
0,senate,E000295,Ernst,IA,,Republican,123,0.910569105691057,0.68241296,9.40683805
115,senate,E000295,Ernst,IA,,R,84,0.916666666666667,0.71443383,9.40683805
116,senate,E000295,Ernst,IA,,R,39,0.897435897435897,0.61344495,9.40683805
0,senate,F000062,Feinstein,CA,,Democrat,122,0.245901639344262,0.19926114,-30.10929307
115,senate,F000062,Feinstein,CA,,D,83,0.27710843373494,0.22272426,-30.10929307
116,senate,F000062,Feinstein,CA,,D,39,0.179487179487179,0.14932683,-30.10929307
0,senate,F000444,Flake,AZ,,Republican,80,0.8125,0.60153693,3.54559463
115,senate,F000444,Flake,AZ,,R,80,0.8125,0.60153693,3.54559463
0,senate,F000457,Franken,MN,,Democrat,55,0.236363636363636,0.49529896,-1.52013048
115,senate,F000457,Franken,MN,,D,55,0.236363636363636,0.49529896,-1.52013048
0,senate,F000463,Fischer,NE,,Republican,123,0.91869918699187,0.86272388,25.04859475
115,senate,F000463,Fischer,NE,,R,84,0.928571428571429,0.87762998,25.04859475
116,senate,F000463,Fischer,NE,,R,39,0.897435897435897,0.83061845,25.04859475
0,senate,G000359,Graham,SC,,Republican,117,0.871794871794872,0.75729902,14.2659129
115,senate,G000359,Graham,SC,,R,82,0.902439024390244,0.78455638,14.2659129
116,senate,G000359,Graham,SC,,R,35,0.8,0.69343893,14.2659129
0,senate,G000386,Grassley,IA,,Republican,123,0.910569105691057,0.68241296,9.40683805
115,senate,G000386,Grassley,IA,,R,84,0.904761904761905,0.71443383,9.40683805
116,senate,G000386,Grassley,IA,,R,39,0.923076923076923,0.61344495,9.40683805
0,senate,G000555,Gillibrand,NY,,Democrat,115,0.121739130434783,0.24230663,-22.49045614
115,senate,G000555,Gillibrand,NY,,D,84,0.119047619047619,0.25753921,-22.49045614
116,senate,G000555,Gillibrand,NY,,D,31,0.129032258064516,0.20103127,-22.49045614
0,senate,G000562,Gardner,CO,,Republican,119,0.890756302521008,0.41505596,-4.90558301
115,senate,G000562,Gardner,CO,,R,84,0.916666666666667,0.45142381,-4.90558301
116,senate,G000562,Gardner,CO,,R,35,0.828571428571429,0.32777311,-4.90558301
0,senate,H000338,Hatch,UT,,Republican,84,0.964285714285714,0.824664,18.07933323
115,senate,H000338,Hatch,UT,,R,84,0.964285714285714,0.824664,18.07933323
0,senate,H001041,Heller,NV,,Republican,83,0.91566265060241,0.4997653,-2.41712836
115,senate,H001041,Heller,NV,,R,83,0.91566265060241,0.4997653,-2.41712836
0,senate,H001042,Hirono,HI,,Democrat,123,0.227642276422764,0.19063404,-32.18281473
115,senate,H001042,Hirono,HI,,D,84,0.25,0.21231418,-32.18281473
116,senate,H001042,Hirono,HI,,D,39,0.179487179487179,0.14393837,-32.18281473
0,senate,H001046,Heinrich,NM,,Democrat,122,0.270491803278689,0.36346426,-8.2132684
115,senate,H001046,Heinrich,NM,,D,83,0.289156626506024,0.39809242,-8.2132684
116,senate,H001046,Heinrich,NM,,D,39,0.230769230769231,0.28976845,-8.2132684
0,senate,H001061,Hoeven,ND,,Republican,123,0.951219512195122,0.90684228,35.72888837
115,senate,H001061,Hoeven,ND,,R,84,0.964285714285714,0.91518938,35.72888837
116,senate,H001061,Hoeven,ND,,R,39,0.923076923076923,0.8888639,35.72888837
0,senate,H001069,Heitkamp,ND,,Democrat,84,0.547619047619048,0.91518938,35.72888837
115,senate,H001069,Heitkamp,ND,,D,84,0.547619047619048,0.91518938,35.72888837
0,senate,H001075,Harris,CA,,Democrat,111,0.162162162162162,0.20773727,-30.10929307
115,senate,H001075,Harris,CA,,D,84,0.178571428571429,0.22031274,-30.10929307
116,senate,H001075,Harris,CA,,D,27,0.111111111111111,0.16861359,-30.10929307
0,senate,H001076,Hassan,NH,,Democrat,123,0.292682926829268,0.49821277,-0.36766386
115,senate,H001076,Hassan,NH,,D,84,0.345238095238095,0.53567328,-0.36766386
116,senate,H001076,Hassan,NH,,D,39,0.179487179487179,0.4175286,-0.36766386
0,senate,H001079,Hyde-Smith,MS,,Republican,55,0.945454545454545,0.76315927,17.82624982
115,senate,H001079,Hyde-Smith,MS,,R,16,1,0.7891585,17.82624982
116,senate,H001079,Hyde-Smith,MS,,R,39,0.923076923076923,0.75249292,17.82624982
0,senate,H001089,Hawley,MO,,Republican,39,0.846153846153846,0.76316,18.637117
116,senate,H001089,Hawley,MO,,R,39,0.846153846153846,0.76316,18.637117
0,senate,I000024,Inhofe,OK,,Republican,122,0.926229508196721,0.90749733,36.39118454
115,senate,I000024,Inhofe,OK,,R,84,0.94047619047619,0.91631997,36.39118454
116,senate,I000024,Inhofe,OK,,R,38,0.894736842105263,0.88799466,36.39118454
0,senate,I000055,Isakson,GA,,Republican,88,0.920454545454545,0.5916867,5.15937819
115,senate,I000055,Isakson,GA,,R,67,0.940298507462687,0.63168434,5.15937819
116,senate,I000055,Isakson,GA,,R,21,0.857142857142857,0.46407519,5.15937819
0,senate,J000293,Johnson,WI,,Republican,123,0.894308943089431,0.52018727,0.7643432
115,senate,J000293,Johnson,WI,,R,84,0.892857142857143,0.55764569,0.7643432
116,senate,J000293,Johnson,WI,,R,39,0.897435897435897,0.4395076,0.7643432
0,senate,J000300,Jones,AL,,Democrat,65,0.353846153846154,0.8536311,27.72514661
115,senate,J000300,Jones,AL,,D,27,0.518518518518518,0.86317279,27.72514661
116,senate,J000300,Jones,AL,,D,38,0.236842105263158,0.84685148,27.72514661
0,senate,K000352,Kyl,AZ,,Republican,7,0.714285714285714,0.63824333,3.54559463
115,senate,K000352,Kyl,AZ,,R,7,0.714285714285714,0.63824333,3.54559463
0,senate,K000367,Klobuchar,MN,,Democrat,114,0.271929824561404,0.48232176,-1.52013048
115,senate,K000367,Klobuchar,MN,,D,84,0.321428571428571,0.51351587,-1.52013048
116,senate,K000367,Klobuchar,MN,,D,30,0.133333333333333,0.39497824,-1.52013048
0,senate,K000383,King,ME,,Independent,123,0.382113821138211,0.44950844,-2.96044935
115,senate,K000383,King,ME,,I,84,0.464285714285714,0.48641584,-2.96044935
116,senate,K000383,King,ME,,I,39,0.205128205128205,0.37001558,-2.96044935
0,senate,K000384,Kaine,VA,,Democrat,123,0.300813008130081,0.40831701,-5.32370582
115,senate,K000384,Kaine,VA,,D,84,0.357142857142857,0.44420349,-5.32370582
116,senate,K000384,Kaine,VA,,D,39,0.179487179487179,0.33102305,-5.32370582
0,senate,K000393,Kennedy,LA,,Republican,122,0.877049180327869,0.81743666,19.63911856
115,senate,K000393,Kennedy,LA,,R,83,0.867469879518072,0.83706827,19.63911856
116,senate,K000393,Kennedy,LA,,R,39,0.897435897435897,0.77565657,19.63911856
0,senate,L000174,Leahy,VT,,Democrat,122,0.237704918032787,0.20629319,-26.40835124
115,senate,L000174,Leahy,VT,,D,83,0.265060240963855,0.22777615,-26.40835124
116,senate,L000174,Leahy,VT,,D,39,0.179487179487179,0.16057304,-26.40835124
0,senate,L000575,Lankford,OK,,Republican,123,0.894308943089431,0.90824924,36.39118454
115,senate,L000575,Lankford,OK,,R,84,0.904761904761905,0.91631997,36.39118454
116,senate,L000575,Lankford,OK,,R,39,0.871794871794872,0.89086613,36.39118454
0,senate,L000577,Lee,UT,,Republican,121,0.743801652892562,0.80185186,18.07933323
115,senate,L000577,Lee,UT,,R,84,0.785714285714286,0.824664,18.07933323
116,senate,L000577,Lee,UT,,R,37,0.648648648648649,0.75006214,18.07933323
0,senate,L000594,Loeffler,GA,,Republican,10,1,0.67347126,5.15937819
116,senate,L000594,Loeffler,GA,,R,10,1,0.67347126,5.15937819
0,senate,M000133,Markey,MA,,Democrat,121,0.148760330578512,0.21229259,-27.19670645
115,senate,M000133,Markey,MA,,D,83,0.156626506024096,0.2354061,-27.19670645
116,senate,M000133,Markey,MA,,D,38,0.131578947368421,0.16180781,-27.19670645
0,senate,M000303,McCain,AZ,,Republican,53,0.830188679245283,0.61164701,3.54559463
115,senate,M000303,McCain,AZ,,R,53,0.830188679245283,0.61164701,3.54559463
0,senate,M000355,McConnell,KY,,Republican,122,0.942622950819672,0.88734478,29.83745022
115,senate,M000355,McConnell,KY,,R,83,0.951807228915663,0.89847086,29.83745022
116,senate,M000355,McConnell,KY,,R,39,0.923076923076923,0.8636662,29.83745022
0,senate,M000639,Menendez,NJ,,Democrat,121,0.223140495867769,0.28205527,-14.1026978
115,senate,M000639,Menendez,NJ,,D,82,0.25609756097561,0.30812243,-14.1026978
116,senate,M000639,Menendez,NJ,,D,39,0.153846153846154,0.2272474,-14.1026978
0,senate,M000934,Moran,KS,,Republican,121,0.834710743801653,0.83248136,20.60221107
115,senate,M000934,Moran,KS,,R,83,0.927710843373494,0.84549922,20.60221107
116,senate,M000934,Moran,KS,,R,38,0.631578947368421,0.80404762,20.60221107
0,senate,M001111,Murray,WA,,Democrat,121,0.239669421487603,0.28377436,-15.4790881
115,senate,M001111,Murray,WA,,D,84,0.261904761904762,0.31016827,-15.4790881
116,senate,M001111,Murray,WA,,D,37,0.189189189189189,0.22385304,-15.4790881
0,senate,M001153,Murkowski,AK,,Republican,118,0.745762711864407,0.76519137,14.73064079
115,senate,M001153,Murkowski,AK,,R,82,0.817073170731707,0.78684126,14.73064079
116,senate,M001153,Murkowski,AK,,R,36,0.583333333333333,0.71587773,14.73064079
0,senate,M001169,Murphy,CT,,Democrat,121,0.256198347107438,0.29894501,-13.63938672
115,senate,M001169,Murphy,CT,,D,83,0.27710843373494,0.32799846,-13.63938672
116,senate,M001169,Murphy,CT,,D,38,0.210526315789474,0.23548615,-13.63938672
0,senate,M001170,McCaskill,MO,,Democrat,83,0.457831325301205,0.83012856,18.637117
115,senate,M001170,McCaskill,MO,,D,83,0.457831325301205,0.83012856,18.637117
0,senate,M001176,Merkley,OR,,Democrat,123,0.138211382113821,0.32708049,-10.97781682
115,senate,M001176,Merkley,OR,,D,84,0.130952380952381,0.35961111,-10.97781682
116,senate,M001176,Merkley,OR,,D,39,0.153846153846154,0.25701456,-10.97781682
0,senate,M001183,Manchin,WV,,Democrat,123,0.520325203252033,0.91634501,42.15364679
115,senate,M001183,Manchin,WV,,D,84,0.607142857142857,0.9224584,42.15364679
