,id,title,summary,summary_short
31,sjres42,A joint resolution relating to the disapproval of the proposed export to the Government of the Kingdom of Saudi Arabia of certain defense articles.,"This joint resolution prohibits the issuance of a letter of offer for the following proposed exports to the government of Saudi Arabia:  the transfer of certain technical data, hardware, and defense services to the Royal Saudi Air Force and Boeing Saudi Arabia to support the deployment of the Joint Direct Attack Munition off Saudi Arabia's western made aircraft platforms; the transfer of certain technical data, hardware, and defense services to the Royal Saudi Air Force to support the integration of the FMU-152A/B JPB Fuze System into the MK-80, BLU-109, and BLU-100 series warhead family of weapons; and the transfer of defense articles, defense services, and technical data to support the Paveway II and III, Enhanced Paveway II and III, and Paveway IV Weapons Systems for the Royal Saudi Air Force F-15, Tornado, and Typhoon Aircraft.   ","This joint resolution prohibits the issuance of a letter of offer for the following proposed exports to the government of Saudi Arabia:  the transfer of certain technical data, hardware, and defense services to the Royal Saudi Air Force and Boeing Saudi Arabia to support the deployment of the Joint Direct Attack Munition off Saudi Arabia's western made aircraft platforms; the transfer of certain technical data, hardware, and defense services to the Royal Saudi Air Force to support the integra..."
32,hr2581,To amend the Internal Revenue Code of 1986 to require the provision of social security numbers as a condition of receiving the health insurance premium tax credit.,"(This measure has not been amended since it was reported to the House on June 2, 2017. The summary of that version is repeated here.) Verify First Act  (Sec. 2) This bill amends the Internal Revenue Code to prohibit advance payments of the premium assistance tax credit from being made to an individual unless the Department of the Treasury has received confirmation from the Department of Health and Human Services that the Social Security Administration or the Department of Homeland Security has verified the individual's status as a citizen or national of the United States or an alien lawfully present in the United States.  The verification process must include the appropriate use of information related to citizenship or immigration status, such as Social Security numbers (but not individual taxpayer identification numbers).  The bill also amends the Public Health Service Act and the Patient Protection and Affordable Care Act to permit adjustments to certain health insurance coverage dates for an individual whose eligibility for advance payments is delayed due to the verification requirements.  The bill is contingent on the enactment of the American Health Care Act of 2017 (AHCA). If the AHCA is enacted, the bill applies to: (1) the existing tax credit after December 31, 2017; and (2) the tax credit, as modified by the AHCA, after December 31, 2019. ","(This measure has not been amended since it was reported to the House on June 2, 2017. The summary of that version is repeated here.) Verify First Act  (Sec. 2) This bill amends the Internal Revenue Code to prohibit advance payments of the premium assistance tax credit from being made to an individual unless the Department of the Treasury has received confirmation from the Department of Health and Human Services that the Social Security Administration or the Department of Homeland Security ha..."
33,s1094,"A bill to amend title 38, United States Code, to improve the accountability of employees of the Department of Veterans Affairs, and for other purposes.","Department of Veterans Affairs Accountability and Whistleblower Protection Act of 2017  TITLE I--OFFICE OF ACCOUNTABILITY AND WHISTLEBLOWER PROTECTION  (Sec. 101) This bill establishes in the Department of Veterans Affairs (VA) the Office of Accountability and Whistleblower Protection which shall advise the VA on all matters relating to accountability, including VA employee accountability, whistle-blower disclosures and related retaliation, and senior executive service (SES) and supervisory misconduct. The office shall be headed by an Assistant Secretary for Accountability and Whistleblower Protection.  (Sec. 102) The bill revises whistle-blower protections.  The VA shall develop supervisory performance criteria that include whistle-blower protection and provide employees with whistle-blower disclosure and merit system protection training.  TITLE II--ACCOUNTABILITY OF SENIOR EXECUTIVES, SUPERVISORS, AND OTHER EMPLOYEES (Sec. 201) The bill revises VA authority to remove certain employees or senior executives for reasons of misconduct or performance, including to permit such individuals to be reprimanded or suspended.   (Sec. 202) The VA may remove, demote, or suspend other VA employees based on performance or misconduct. The VA may also remove or suspend such employee from the civil service or demote the employee through a reduction in grade and salary.  A demoted individual may not be placed on administrative leave during an appeal period, and may receive pay only if he or she reports for duty or is approved to use certain leave. A demoted individual who does not report for duty or receive leave approval shall not receive pay or other benefits. The VA shall issue a final written decision with respect to a removal, demotion, or suspension within 15 business days after the individual has been provided with notice and an evidentiary file.  The bill establishes an expedited appeals process, including the right to appeal to the Merit Systems Protection Board and the right to appeal a board decision to a U.S. Court of Appeals or to any court of appeals of competent jurisdiction.  The VA may not remove, demote, or suspend an employee who: (1) is seeking corrective action from the Office of Special Counsel based on discrimination without the office's approval, and (2) has made a whistle-blower disclosure to the Office of Accountability and Whistleblower Protection until a final determination of the case has been made. (Sec. 203) The VA shall reduce the federal annuity of an individual removed from the SES who is convicted of a felony that influenced his or her performance while employed in such position. The VA may reduce the federal annuity of an individual who was convicted of such a felony and was subject to removal or transfer from the SES but who left the VA before final action was taken. The bill provides for appeals to the Office of Personnel Management.  (Sec. 204) The VA may recoup an award, a bonus, or relocation expenses paid to a VA employee under specified circumstances.  (Sec. 206) The bill shortens a supervisor's time to respond to a notice of an adverse action from 14 days to 10 days.  (Sec. 207) The VA may directly appoint qualifying individuals to the positions of Medical Center Director and Director of Veterans Integrated Service Network.  (Sec. 208) The bill revises time periods for adverse action reviews for physicians, dentists, podiatrists, chiropractors, optometrists, registered nurses, physician assistants, and expanded-function dental auxiliaries.  (Sec. 209) The VA shall provide supervisors with periodic training regarding whistle-blower rights, hostile work environments, and managing underperforming employees.  ","Department of Veterans Affairs Accountability and Whistleblower Protection Act of 2017  TITLE I--OFFICE OF ACCOUNTABILITY AND WHISTLEBLOWER PROTECTION  (Sec. 101) This bill establishes in the Department of Veterans Affairs (VA) the Office of Accountability and Whistleblower Protection which shall advise the VA on all matters relating to accountability, including VA employee accountability, whistle-blower disclosures and related retaliation, and senior executive service (SES) and supervisory m..."
34,s722,"A bill to impose sanctions with respect to Iran in relation to Iran's ballistic missile program, support for acts of international terrorism, and violations of human rights, and for other purposes.","Countering Iran's Destabilizing Activities Act of 2017 This bill directs the Departments of State, Defense, and Treasury and the Director of National Intelligence to submit a strategy every two years for deterring conventional and asymmetric Iranian activities that threaten the United States and key allies in the Middle East, North Africa, and beyond.  The President shall impose asset blocking and U.S. exclusion sanctions against any person that materially contributes to: (1) Iran's ballistic missile or weapons of mass destruction programs, or (2) the sale or transfer to Iran of specified military equipment or the provision of related technical or financial assistance.  The President shall impose against Iran's Islamic Revolutionary Guard Corps and affiliated foreign persons sanctions with respect to blocking property of, and prohibiting transactions with, foreign persons who commit or support terrorism.  The President may impose asset blocking sanctions against any person identified by the State Department as responsible for extrajudicial killings, torture, or other gross violations of internationally recognized human rights committed against certain individuals in Iran.  The bill requires specified existing sanctions against persons for materially contributing to Iran's ballistic missile program or for supporting Iran's acts of international terrorism to continue until 90 days after the President certifies that such activities ceased during the immediately preceding three-month period.  The bill exempts certain humanitarian and national security activities from sanctions.  The President may temporarily waive the imposition or continuation of sanctions under specified circumstances.  The bill sets forth reporting requirements with respect to: (1) persons contributing to Iran's ballistic missile program, (2) U.S.-European Union sanctions coordination, (3) U.S. citizens detained by Iran, and (4) each use of the waiver authority.","Countering Iran's Destabilizing Activities Act of 2017 This bill directs the Departments of State, Defense, and Treasury and the Director of National Intelligence to submit a strategy every two years for deterring conventional and asymmetric Iranian activities that threaten the United States and key allies in the Middle East, North Africa, and beyond.  The President shall impose asset blocking and U.S. exclusion sanctions against any person that materially contributes to: (1) Iran's ballistic..."
35,hr2579,To amend the Internal Revenue Code of 1986 to allow the premium tax credit with respect to unsubsidized COBRA continuation coverage.,"(This measure has not been amended since it was reported to the House on June 2, 2017. The summary of that version is repeated here.) Broader Options for Americans Act (Sec. 2) This bill amends the Internal Revenue Code to allow the premium assistance tax credit to be used for unsubsidized COBRA continuation health coverage.  (Under the Consolidated Omnibus Budget Reconciliation Act of 1985 [COBRA], an individual may continue to receive coverage under an employer-sponsored health plan after an event that would otherwise end coverage, such as a termination of employment. This bill applies to COBRA continuation coverage if the premiums are solely the obligation of the taxpayer.)  ""COBRA continuation coverage"" includes continuation coverage provided under:   the Internal Revenue Code, the Employee Retirement Income Security Act of 1974 (ERISA), the Public Health Service Act, or the Federal Employees Health Benefits Program;  a state law or program that provides comparable coverage; or  a church plan that provides comparable coverage.   It does not include coverage under a health flexible spending arrangement.  For the coverage to qualify for the tax credit, the plan administrator of the group health plan must certify that the COBRA continuation coverage meets the requirements for qualified health plans.  The bill is contingent on the enactment of the American Health Care Act of 2017 and applies (if at all) after December 31, 2019. ","(This measure has not been amended since it was reported to the House on June 2, 2017. The summary of that version is repeated here.) Broader Options for Americans Act (Sec. 2) This bill amends the Internal Revenue Code to allow the premium assistance tax credit to be used for unsubsidized COBRA continuation health coverage.  (Under the Consolidated Omnibus Budget Reconciliation Act of 1985 [COBRA], an individual may continue to receive coverage under an employer-sponsored health plan after a..."
36,hr1215,To improve patient access to health care services and provide improved medical care by reducing the excessive burden the liability system places on the health care delivery system.,"Protecting Access to Care Act of 2017 This bill establishes provisions governing health care lawsuits where coverage for the care was provided or subsidized by the federal government, including through a subsidy or tax benefit. (Sec. 2) In general, the statute of limitations is three years after the occurrence of the breach or tort, three years after medical or health-care treatment for the injury is completed, or one year after the claimant discovers the injury, whichever occurs first. For a minor, the statute of limitations is three years after the occurrence of the breach or tort or three years after medical or health-care treatment for the injury is completed, whichever occurs first, except for a minor under six years old, for whom it is the later of three years after the occurrence of the breach or tort, three years after medical or health-care treatment for the injury is completed, one year after discovery of the injury, or the minor's eighth birthday. These limitations are tolled under certain circumstances. These provisions do not preempt certain state laws. (Sec. 3) Noneconomic damages are limited to $250,000, before accounting for reductions in damages required by law. Juries may not be informed of this limitation. Parties are liable for the amount of damages directly proportional to their responsibility. These provisions do not preempt state laws that specify a particular monetary amount of damages. (Sec. 4) Courts must supervise the payment of damages and may restrict attorney contingent fees. The bill sets limits on contingent fees. The bill does not preempt state laws that specify a lesser percentage or value of damages that may be claimed by an attorney representing a claimant. (Sec. 5) The bill provides for periodic payment of future damage awards. The bill does not preempt state laws that mandate periodic payments. (Sec. 6) A health care provider who prescribes, or dispenses pursuant to a prescription, a medical product approved by the Food and Drug Administration may not be a party to a product liability lawsuit or a class action lawsuit regarding the medical product. (Sec. 8) The bill does not preempt federal vaccine injury laws. (Sec. 9) The bill preempts federal tort laws that provide for greater amounts of damages or contingent fees, a longer statute of limitations, or reduced applicability or scope of periodic payment of future damages. (Sec. 10) The bill applies to health care lawsuits initiated after enactment. Lawsuits are governed by the statue of limitations applicable at the time of injury.  (Sec. 11) The bill establishes limitations on expert-witness testimony by a health-care professional who was not licensed to practice or had not practiced, in the state or a contiguous bordering state, a relevant profession or specialty during the year preceding the date of the alleged injury or wrongful act. (Sec. 12) Certain provider communications shall be inadmissible as evidence of an admission of liability or as evidence of an admission against interest in a health-care liability action. These provisions do not preempt state laws making additional communications inadmissible as evidence. (Sec. 13) The bill specifies additional qualifications for expert witnesses in health-care liability actions. These provisions do not preempt state laws placing additional qualification requirements upon individuals testifying as expert witnesses. (Sec. 14) The bill establishes requirements for the filing of an affidavit of merit. These provisions do not preempt state laws establishing additional requirements for pre-litigation documentation. (Sec. 15) The bill establishes requirements for the provision of advance notice of intent to commence a health-care lawsuit against a provider. These provisions do not preempt state laws establishing different time periods for the filing of written notice.","Protecting Access to Care Act of 2017 This bill establishes provisions governing health care lawsuits where coverage for the care was provided or subsidized by the federal government, including through a subsidy or tax benefit. (Sec. 2) In general, the statute of limitations is three years after the occurrence of the breach or tort, three years after medical or health-care treatment for the injury is completed, or one year after the claimant discovers the injury, whichever occurs first. For a..."
37,hr3003,"To amend the Immigration and Nationality Act to modify provisions relating to assistance by States, and political subdivision of States, in the enforcement of Federal immigration laws, and for other purposes.","(This measure has not been amended since it was introduced. The summary has been expanded because action occurred on the measure.) No Sanctuary for Criminals Act  (Sec. 2) This bill amends the Immigration and Nationality Act to prohibit any federal, state, or local government or any individual from prohibiting any government entity, official, or employee from complying with the immigration laws or cooperating with federal law enforcement of such laws. The bill expands the scope of law enforcement activities relating to immigration-related information that a federal, state, or local government may not restrict or prohibit to include: (1) making inquiries to an individual in order to obtain immigration-related information regarding any individual, (2) notifying the federal government regarding the presence of individuals who are encountered by law enforcement officials or other state or local personnel, or (3) complying with federal law enforcement requests for such information.   A state or political subdivision not in compliance with such immigration enforcement provisions shall be ineligible to receive grants or assistance for: (1) incarceration of undocumented aliens; (2) the Cops on the Beat program; (3) the Edward Byrne Memorial Justice program; or (4) any Department of Justice (DOJ) or Department of Homeland Security (DHS) grant substantially related to law enforcement, terrorism, national security, immigration, or naturalization.  DHS: (1) may decline to transfer an alien in its custody to a non-complying state or political subdivision regardless of whether the state or political subdivision has issued a writ or warrant, (2) shall not transfer an alien with a final order of removal to a non-complying state or political subdivision, and (3) shall determine and report annually regarding non-complying states or political subdivisions.  At the request of the House or Senate Judiciary Committee, DHS shall issue a compliance report about any state or political subdivision. A non-complying jurisdiction shall be ineligible for federal financial assistance for at least one year and shall become eligible only after DHS certifies that it is in compliance.   Funds that are not allocated to a noncomplying state or political subdivision shall be reallocated to a complying state or political subdivision. (Sec. 3) In the case of an individual who is arrested by any federal, state, or local law enforcement official or other personnel for the alleged violation of a criminal or motor vehicle law, DHS may issue a detainer to any federal, state, or local law enforcement entity, official, or other personnel if DHS has probable cause to believe that such individual is an inadmissible or deportable alien. (Current law applies only to an individual arrested for a controlled substance violation and requires an enforcement officer to have reason to believe that such individual is unlawfully present in the United States.) The bill prescribes probable cause criteria.   DHS may take custody of a properly detained individual within 48-96 hours after the date that the individual is otherwise to be released from federal, state, or local custody.  The bill provides states, political subdivisions, official personnel, and contractor entities and personnel with immunity from liability for temporarily detaining, within the scope of their duties, an alien for DHS transfer to the same extent provided for corresponding federal immunity. The United States shall be the proper defendant in any civil action arising from such detainer.  Immunity shall not apply in instances of mistreatment.  A victim (or family member of a deceased victim) of murder, rape, or certain felonies committed by an alien who has been convicted and sentenced to at least one year in prison may bring an action against a state or political subdivision that released such alien prior to the crime's commission as a consequence of the state or political subdivision's declining to honor a detainer.   Such an action may not be brought later than 10 years after the crime or the person's death because of such crime, whichever occurs later. A court shall allow a prevailing plaintiff attorney's fees and certain other costs. (Sec. 4) DHS may detain an alien without time limitation during the pendency of removal proceedings. Bond is permitted only for an individual who is not a flight risk or a danger to another person or the community.   The bill expands the categories of offenses requiring mandatory detention during the pendency of removal proceedings to include an alien who: (1) is unlawfully present in the United States and has been convicted for driving while intoxicated, under the influence, or impaired by alcohol or drugs, without regard to whether the conviction is classified as a misdemeanor or felony under state law; and (2) is inadmissible for illegal entry or deportable by reason of visa revocation or violation of nonimmigrant status and who has been arrested or charged with a particularly serious crime or a crime resulting in the death or serious bodily injury of another person.   An alien subject to mandatory detention may not be released on bond.  The bill limits DOJ's review of DHS custody determinations for aliens who are in exclusion hearings, or who are excludable or deportable on security grounds or other specified grounds, to issues of whether such aliens may be detained or released with or without bond.","(This measure has not been amended since it was introduced. The summary has been expanded because action occurred on the measure.) No Sanctuary for Criminals Act  (Sec. 2) This bill amends the Immigration and Nationality Act to prohibit any federal, state, or local government or any individual from prohibiting any government entity, official, or employee from complying with the immigration laws or cooperating with federal law enforcement of such laws. The bill expands the scope of law enforce..."
38,hr3004,To amend section 276 of the Immigration and Nationality Act relating to reentry of removed aliens.,"(This measure has not been amended since it was introduced. The summary has been expanded because action occurred on the measure.) Kate's Law (Sec. 2) This bill amends the Immigration and Nationality Act to revise provisions relating to the reentry of removed aliens.  The bill provides that an alien who has been excluded, deported, removed, or denied admission, or who has departed the United States while under an outstanding order of exclusion, deportation, or removal, and who subsequently crosses or attempts to cross the border into the United States, shall be fined, imprisoned not more than two years, or both. (""Crosses the border"" refers to the physical act of crossing the border, regardless of whether the alien is free from official restraint.)  The bill revises reentry of criminal offender provisions to provide that an alien who was convicted before such removal or departure of:    three or more misdemeanors or for a felony shall be fined, imprisoned up to 10 years, or both;  a felony for which the alien was sentenced to not less than 30 months in prison shall be fined, imprisoned up to 15 years, or both;  a felony for which the alien was sentenced to not less than 60 months shall be fined, imprisoned up to 20 years, or both; or  murder, rape, kidnapping, or a felony offense relating to peonage and slavery or terrorism, or of three or more felonies of any kind, shall be fined, imprisoned up to 25 years, or both.  An alien who has been excluded, deported, removed, or denied admission three or more times and thereafter enters, attempts to enter, or crosses or attempts to cross the border to, or is at any time found in, the United States shall be fined, imprisoned not more than 10 years, or both. The bill states that it shall be an affirmative defense to a reentry violation (thus placing the burden of proof on the defendant) that: (1) prior to the alleged violation, the alien had received Department of Homeland Security (DHS) consent to reapply for U.S. admission; or (2) with respect to an alien previously denied admission and removed, the alien was not required to obtain such advance consent and had complied with all other applicable admissions laws and regulations.  In a criminal proceeding under this section, an alien may not challenge the validity of any prior removal order. (Currently, the validity of a prior deportation order may be challenged under certain grounds.) A removed alien who enters, attempts to enter, or crosses or attempts to cross the border to, or is at any time found in, the United States shall be incarcerated for the remainder of the sentence that was pending at the time of deportation without any reduction for parole or supervised release unless the alien affirmatively demonstrates that DHS has consented to the alien's reentry. ","(This measure has not been amended since it was introduced. The summary has been expanded because action occurred on the measure.) Kate's Law (Sec. 2) This bill amends the Immigration and Nationality Act to revise provisions relating to the reentry of removed aliens.  The bill provides that an alien who has been excluded, deported, removed, or denied admission, or who has departed the United States while under an outstanding order of exclusion, deportation, or removal, and who subsequently cr..."
39,hr806,"To facilitate efficient State implementation of ground-level ozone standards, and for other purposes.","(This measure has not been amended since it was reported to the House on July 14, 2017. The summary of that version is repeated here.) Ozone Standards Implementation Act of  2017 This bill amends the Clean Air Act to revise the National Ambient Air Quality Standards (NAAQS) program. (Sec. 2) The bill delays the implementation of the ozone NAAQS that were published in 2015. The bill extends until: (1) October 26, 2024, the deadline for states to submit designations to implement the 2015 ozone NAAQS; and (2) October 26, 2025, the deadline for the Environmental Protection Agency (EPA) to designate state areas as attainment, nonattainment, or unclassifiable areas with respect to the 2015 ozone NAAQS. States must submit a state implementation plan (SIP) by October 26, 2026, to implement, maintain, and enforce the 2015 ozone NAAQS. The bill exempts from the 2015 ozone standards certain preconstruction permit applications that were completed or submitted before a final designation was made. (Sec. 3) The bill also changes the review cycle for criteria pollutant NAAQS from a 5-year review cycle to a 10-year review cycle. The EPA may not complete its next review of ozone NAAQS before October 26, 2025.  The EPA may consider, as a secondary consideration, likely technological feasibility in establishing and revising NAAQS for a pollutant if a range of air quality levels for such pollutant are requisite to protect public health with an adequate margin of safety. Prior to establishing or revising NAAQS, the EPA must obtain advice from its scientific advisory committee regarding potential adverse public health, welfare, social, economic, or energy effects which may result from attaining and maintaining NAAQS. The EPA must publish regulations and guidance for implementing NAAQS concurrently with the issuance of a new or revised standard. New or revised NAAQS shall not apply to preconstruction permits for constructing or modifying a stationary source of air pollutants until those regulations and guidance have been published. The bill provides that in Extreme Ozone Nonattainment Areas, contingency measures are not required to be included in nonattainment plans. Technological achievability and economic feasibility must be taken into consideration in plan revisions for milestones for particulate matter nonattainment areas.  The bill redefines ""exceptional events,"" by including stagnation of air masses that are not ordinarily occurring. The EPA must: (1) report on foreign emissions and their impact on compliance with the NAAQS program in the United States, (2) study and report on the atmospheric formation of ozone and effective control strategies, and (3) incorporate the results of the study into rules and guidance implementing the 2015 ozone standards. (Sec. 4) The bill exempts states from sanctions or fees for nonattainment or deficiency relating to certain ozone and particulate matter if the state can demonstrate specified circumstances preventing attainment. This exemption shall not affect any obligation of states or localities under the Clean Air Act to attain a NAAQS for ozone or particulate matter.  (Sec. 6) The bill specifies that no additional funds are authorized for carrying out the requirements of this bill. ","(This measure has not been amended since it was reported to the House on July 14, 2017. The summary of that version is repeated here.) Ozone Standards Implementation Act of  2017 This bill amends the Clean Air Act to revise the National Ambient Air Quality Standards (NAAQS) program. (Sec. 2) The bill delays the implementation of the ozone NAAQS that were published in 2015. The bill extends until: (1) October 26, 2024, the deadline for states to submit designations to implement the 2015 ozone ..."
40,hjres111,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by Bureau of Consumer Financial Protection relating to ""Arbitration Agreements"".",This joint resolution nullifies a rule submitted by the Consumer Financial Protection Bureau (CFPB) regarding arbitration agreements.  (The rule regulates the use of arbitration agreements in contracts for specific consumer financial products and services. It prohibits the use of a predispute arbitration agreement to prevent a consumer from filing or participating in certain class action suits. The rule also requires consumer financial product and service providers to furnish the CFPB with particular information regarding arbitrations.),This joint resolution nullifies a rule submitted by the Consumer Financial Protection Bureau (CFPB) regarding arbitration agreements.  (The rule regulates the use of arbitration agreements in contracts for specific consumer financial products and services. It prohibits the use of a predispute arbitration agreement to prevent a consumer from filing or participating in certain class action...
41,hr3364,"To provide congressional review and to counter aggression by the Governments of Iran, the Russian Federation, and North Korea, and for other purposes.","Countering America's Adversaries Through Sanctions Act  Countering Iran's Destabilizing Activities Act of 2017 This bill directs the President to impose sanctions against: (1) Iran's ballistic missile or weapons of mass destruction programs, (2) the sale or transfer to Iran of military equipment or the provision of related technical or financial assistance, and (3) Iran's Islamic Revolutionary Guard Corps and affiliated foreign persons.  The President may impose sanctions against persons responsible for violations of internationally recognized human rights committed against individuals in Iran.  The President may temporarily waive the imposition or continuation of sanctions under specified circumstances.  Countering Russian Influence in Europe and Eurasia Act of 2017 The President must submit for congressional review certain proposed actions to terminate or waive sanctions with respect to the Russian Federation. Specified executive order sanctions against Russia shall remain in effect. The President may waive specified cyber- and Ukraine-related sanctions.  The bill provides sanctions for activities concerning: (1) cyber security, (2) crude oil projects, (3) financial institutions, (4) corruption, (5) human rights abuses, (6) evasion of sanctions, (7) transactions with Russian defense or intelligence sectors, (8) export pipelines, (9) privatization of state-owned assets by government officials, and (10) arms transfers to Syria. The Department of State shall work with the government of Ukraine to increase Ukraine's energy security.  The bill: (1) directs the Department of the Treasury to develop a national strategy for combating the financing of terrorism, and (2) includes the Secretary of the Treasury on the National Security Council. Korean Interdiction and Modernization of Sanctions Act The bill modifies and increases the President's authority to impose sanctions on persons in violation of certain United Nations Security Council resolutions regarding North Korea.  U.S. financial institutions shall not establish or maintain correspondent accounts used by foreign financial institutions to provide indirect financial services to North Korea.  A foreign government that provides to or receives from North Korea a defense article or service is prohibited from receiving certain types of U.S. foreign assistance.  The bill provides sanctions against: (1) North Korean cargo and shipping, (2) goods produced in whole or part by North Korean convict or forced labor, and (3) foreign persons that employ North Korean forced laborers. The State Department shall submit a determination regarding whether North Korea meets the criteria for designation as a state sponsor of terrorism.   ","Countering America's Adversaries Through Sanctions Act  Countering Iran's Destabilizing Activities Act of 2017 This bill directs the President to impose sanctions against: (1) Iran's ballistic missile or weapons of mass destruction programs, (2) the sale or transfer to Iran of military equipment or the provision of related technical or financial assistance, and (3) Iran's Islamic Revolutionary Guard Corps and affiliated foreign persons.  The President may impose sanctions against persons resp..."
